customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4072-PTB,Female,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),29.89,774.1,No
7530-QWI,Female,0,No,No,35,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,47.54,1665.92,Yes
1504-RZP,Male,0,Yes,No,67,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,115.62,7707.28,Yes
2214-SCW,Male,1,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),50.35,1480.16,No
2531-TFD,Female,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),27.62,928.37,Yes
8576-UIK,Male,0,Yes,No,41,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),89.36,3668.69,No
1823-VLR,Male,0,Yes,No,41,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),92.02,3769.43,No
1928-WOY,Female,0,Yes,Yes,23,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,46.94,1060.29,No
6029-XRF,Female,1,Yes,Yes,71,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.17,3404.01,No
1133-YUM,Male,1,No,Yes,3,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,65.37,182.08,Yes
3105-ZXT,Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,20.44,1201.81,No
4627-AAA,Male,0,Yes,No,32,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),97.58,3120.35,No
7316-BDH,Male,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.12,1545.89,No
2852-CGO,Male,1,No,No,43,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.05,4460.13,No
5910-DJV,Male,0,No,No,7,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),98.91,710.31,Yes
5175-EMC,Female,0,Yes,No,1,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.72,106.68,Yes
6348-FPJ,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),50.9,3122.67,No
7190-GSQ,Female,0,Yes,No,14,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,70.14,989.35,Yes
2256-HVX,Female,0,No,No,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,62.96,3278.27,No
4376-IYE,Male,0,No,No,6,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),52.31,295.62,Yes
6645-JBL,Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,103.49,1031.21,Yes
4486-KES,Female,0,Yes,No,71,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),66.84,4735.38,No
4584-LHZ,Male,0,No,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,101.94,3030.82,No
9053-MKG,Male,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,28.82,621.08,No
4330-NNN,Male,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.42,1934.76,No
3703-OQU,Female,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),116.47,7355.55,Yes
9662-PTB,Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,77.32,3260.67,Yes
9120-QWI,Female,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,69.48,3551.83,Yes
8114-RZP,Male,0,No,Yes,64,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.83,4542.31,No
2353-SCW,Female,0,Yes,No,56,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,39.88,2224.05,No
6063-TFD,Female,0,No,Yes,41,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),90.48,3737.55,No
9549-UIK,Female,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.77,857.29,No
8575-VLR,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.87,1142.58,Yes
1667-WOY,Female,0,No,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),75.61,4678.08,No
5468-XRF,Female,0,No,Yes,27,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,110.13,2959.54,Yes
7819-YUM,Male,0,No,Yes,28,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),71.13,1998.8,No
4719-ZXT,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),32.02,2052.54,No
3745-AAA,Female,0,Yes,No,59,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),75.81,4460.95,No
8483-BDH,Female,0,No,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,27.43,1569.36,No
1539-CGO,Male,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),38.73,58.41,No
5964-DJV,Male,0,No,No,36,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),21.38,787.62,No
5835-EMC,Female,0,No,Yes,71,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),69.84,4949.44,No
4775-FPJ,Female,0,Yes,Yes,13,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),26.75,342.67,No
7042-GSQ,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,65.42,1003.06,Yes
8102-HVX,Female,0,No,No,60,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),112.01,6703.77,No
8312-IYE,Male,0,Yes,Yes,22,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,90.59,1982.08,Yes
6320-JBL,Female,0,No,Yes,63,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,26.03,1628.36,No
7132-KES,Female,0,No,Yes,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,40.78,1043.77,No
8891-LHZ,Female,0,No,No,48,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,85.95,4155.5,No
3779-MKG,Female,0,No,No,43,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,108.17,4662.58,No
1924-NNN,Male,0,Yes,Yes,38,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,21.56,831.03,Yes
2581-OQU,Male,1,No,Yes,41,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,99.9,4087.19,No
8714-PTB,Male,1,No,No,45,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),74.71,3391.16,No
4324-QWI,Female,0,No,No,40,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,73.13,2929.22,No
6713-RZP,Female,0,No,No,17,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,114.51,1959.47,Yes
8026-SCW,Male,0,Yes,Yes,57,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,93.39,5321.65,No
1255-TFD,Female,0,No,Yes,2,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,103.69,203.36,Yes
5804-UIK,Female,0,Yes,No,62,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,53.83,3362.41,No
2838-VLR,Male,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.96,673.74,Yes
1009-WOY,Male,0,Yes,Yes,68,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),80.1,5468.57,No
3871-XRF,Male,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),50.57,863.52,No
9989-YUM,Male,0,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),75.56,3765.27,Yes
8409-ZXT,Female,0,No,No,40,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,42.03,1672.45,No
8418-AAA,Female,0,No,No,58,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,32.66,1895.82,Yes
6124-BDH,Male,0,No,Yes,21,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,55.83,1163.03,No
2015-CGO,Female,0,No,No,18,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),92.55,1649.29,No
3193-DJV,Male,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,110.33,6086.17,No
9415-EMC,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,64.25,1855.08,Yes
8449-FPJ,Female,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,82.85,1990.47,No
5158-GSQ,Male,0,No,Yes,17,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,28.61,490.81,No
4925-HVX,Female,0,No,No,18,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),109.15,1955.88,Yes
7970-IYE,Female,0,Yes,Yes,42,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.39,3188.14,Yes
7938-JBL,Female,1,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),96.67,4333.39,Yes
5784-KES,Female,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),98.09,1671.45,Yes
5000-LHZ,Male,0,Yes,No,14,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),44.03,620.11,Yes
2633-MKG,Female,1,No,Yes,49,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),71.43,3499.26,Yes
8266-NNN,Male,1,No,No,29,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),114.78,3309.17,Yes
9702-OQU,Male,0,Yes,No,4,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,27.26,122.1,Yes
1384-PTB,Male,0,Yes,No,20,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),86.9,1749.15,No
1404-QWI,Male,0,No,Yes,47,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),114.96,5392.99,Yes
9175-RZP,Female,0,No,Yes,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,48.46,446.75,No
3000-SCW,Female,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),104.83,2836.03,No
6989-TFD,Male,0,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),112.08,1661.99,No
2460-UIK,Male,0,Yes,Yes,19,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,93.33,1760.46,No
8190-VLR,Female,0,No,No,52,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,41.5,2175.07,No
8140-WOY,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,51.82,1351.96,No
4636-XRF,Female,0,No,No,26,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),21.85,559.64,No
5809-YUM,Male,0,Yes,Yes,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),101.81,2634.18,No
5178-ZXT,Female,0,No,Yes,46,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,103.64,4759.71,Yes
8245-AAA,Male,0,No,No,49,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,81.84,4003.49,No
7600-BDH,Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,53.68,2832.35,No
6997-CGO,Female,0,Yes,No,3,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),25.97,51.78,No
3048-DJV,Male,0,No,No,66,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,93.93,6216.48,Yes
5780-EMC,Male,1,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,91.27,3847.9,Yes
1716-FPJ,Female,0,Yes,No,19,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),109.97,2070.33,Yes
8939-GSQ,Male,0,Yes,No,17,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,91.67,1560.43,No
6565-HVX,Female,0,No,Yes,33,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,101.53,3336.96,No
5544-IYE,Female,0,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,93.22,4563.86,No
5976-JBL,Male,0,No,No,56,No,No phone service,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,81.63,4566.11,No
4419-KES,Male,1,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,61.16,3846.66,Yes
8239-LHZ,Male,0,No,Yes,3,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),108.91,356.77,Yes
1249-MKG,Male,0,No,Yes,49,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),83.67,4093.23,No
9865-NNN,Male,0,No,Yes,55,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),58.28,3193.28,No
1770-OQU,Male,0,No,No,26,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),26.64,681.2,No
5363-PTB,Male,0,Yes,No,72,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,47.47,3433.5,No
2077-QWI,Female,0,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,72.89,3765.5,No
9427-RZP,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,45.95,310.21,Yes
9580-SCW,Female,0,No,Yes,46,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),40.48,1883.78,No
8901-TFD,Male,0,Yes,No,46,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.25,3281.16,No
5858-UIK,Male,1,Yes,No,16,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,35.32,568.0,No
7544-VLR,Female,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,98.69,2400.54,Yes
5719-WOY,Male,0,No,No,61,No,No phone service,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,66.93,4086.43,No
3814-XRF,Male,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,75.92,4089.06,No
4374-YUM,Female,0,No,No,62,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),33.06,2045.49,No
2252-ZXT,Male,1,Yes,No,1,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,50.87,33.84,Yes
7996-AAA,Male,0,Yes,Yes,49,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),59.46,2932.38,No
5673-BDH,Male,0,No,Yes,25,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,99.48,2495.62,Yes
5530-CGO,Female,1,Yes,No,10,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.65,973.37,Yes
7881-DJV,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),40.66,668.75,Yes
7949-EMC,Male,1,No,No,58,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.18,4644.23,No
7241-FPJ,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.72,3061.67,No
9017-GSQ,Male,0,Yes,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,117.57,3408.75,No
7941-HVX,Female,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,113.94,670.55,Yes
8002-IYE,Female,0,No,No,16,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.86,1200.23,Yes
2331-JBL,Male,1,No,Yes,20,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.49,1786.78,Yes
5261-KES,Male,0,No,No,71,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),98.79,7011.57,No
8648-LHZ,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,90.71,3902.78,No
6115-MKG,Female,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,88.58,2301.67,Yes
5637-NNN,Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,114.58,8147.22,Yes
5854-OQU,Female,0,No,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),78.19,2570.25,No
4177-PTB,Male,1,Yes,No,26,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),82.2,2104.25,Yes
8730-QWI,Female,0,Yes,Yes,45,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,103.6,4669.06,No
3180-RZP,Female,0,Yes,No,63,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,85.57,5405.73,No
5892-SCW,Female,0,Yes,No,67,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),91.91,6164.67,No
8043-TFD,Female,0,No,No,52,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),41.78,2162.96,No
1137-UIK,Male,0,Yes,No,68,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,55.56,3761.05,No
7327-VLR,Female,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),33.05,866.72,Yes
4472-WOY,Female,1,Yes,No,2,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),69.08,140.28,No
6449-XRF,Male,0,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Mailed check,64.05,894.81,No
3832-YUM,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),118.46,3581.14,Yes
4579-ZXT,Female,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.68,3890.12,Yes
6971-AAA,Male,1,No,No,12,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),97.29,1194.11,No
5164-BDH,Female,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,51.82,2280.56,No
8941-CGO,Male,0,Yes,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,101.82,3332.53,No
6569-DJV,Male,0,Yes,No,13,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,80.07,1038.22,No
5300-EMC,Male,0,Yes,No,26,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,88.3,2310.19,No
7269-FPJ,Male,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,47.84,999.16,Yes
4818-GSQ,Female,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,73.39,2032.8,Yes
2906-HVX,Male,0,No,No,48,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),81.97,3932.09,Yes
7254-IYE,Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),77.45,3085.14,No
1760-JBL,Female,1,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,110.23,7282.56,No
8830-KES,Female,1,No,No,23,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,108.53,2507.79,No
8350-LHZ,Female,0,No,Yes,48,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),115.83,5544.0,Yes
7238-MKG,Female,0,No,No,2,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.33,160.07,Yes
7090-NNN,Female,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),115.93,2329.95,Yes
7031-OQU,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,101.91,5999.81,Yes
8687-PTB,Female,0,No,No,46,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),45.47,2075.39,No
9472-QWI,Female,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,61.21,165.95,Yes
2887-RZP,Female,0,Yes,Yes,55,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),42.21,2326.83,Yes
4266-SCW,Male,0,No,No,12,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),18.67,228.68,No
1666-TFD,Male,0,No,Yes,40,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),37.15,1475.74,No
5188-UIK,Male,0,No,No,66,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),18.66,1231.64,No
1671-VLR,Female,0,Yes,Yes,16,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,90.59,1472.35,No
7777-WOY,Male,0,Yes,Yes,34,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),61.02,2060.07,Yes
8570-XRF,Male,0,No,No,44,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,49.66,2155.76,No
8956-YUM,Male,0,Yes,No,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.8,575.63,Yes
6124-ZXT,Female,0,No,No,64,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,101.91,6520.58,Yes
6585-AAA,Female,0,No,No,22,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),116.27,2547.29,Yes
5777-BDH,Female,0,No,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),82.77,,Yes
4900-CGO,Female,0,Yes,No,12,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Mailed check,64.63,788.15,No
7677-DJV,Male,1,Yes,No,52,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.93,2511.24,Yes
7981-EMC,Male,1,No,No,51,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,40.59,2060.3,No
7376-FPJ,Male,1,No,No,71,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),39.65,2849.91,No
1523-GSQ,Male,0,No,No,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,59.37,2858.51,Yes
3393-HVX,Female,0,Yes,Yes,19,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),117.92,2250.62,No
3593-IYE,Female,1,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.34,127.63,Yes
8240-JBL,Female,0,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),38.07,1028.15,No
7937-KES,Male,0,No,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,37.18,1982.49,No
